State,Topic,Question,Response,Score,Answer
Nebraska,Please indicate your overall satisfaction with this convening,Plenary Speakers,Neutral,3,C-Average
Nebraska,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Nebraska,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
Nebraska,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Neutral,3,C-Average
Nebraska,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Dissatisfied,2,B-Fair
Nebraska,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
Nebraska,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
Nebraska,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Very Satisfied,5,E-Excellent
Nebraska,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Satisfied,4,D-Good
Nebraska,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
Nebraska,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
Nebraska,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Nebraska,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
Nebraska,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Neutral,3,C-Average
Nebraska,Please indicate your overall satisfaction with this convening,Networking Opportunities,Neutral,3,C-Average
Nebraska,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
Nebraska,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Nebraska,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Neutral,3,C-Average
Nebraska,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Dissatisfied,2,B-Fair
Nebraska,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
Nevada,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
Nevada,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
Nevada,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Very Satisfied,5,E-Excellent
Nevada,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Satisfied,4,D-Good
Nevada,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
New Jersey,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
New Jersey,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
New Jersey,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Very Satisfied,5,E-Excellent
New Jersey,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Dissatisfied,2,B-Fair
New Jersey,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
New Jersey,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
New Jersey,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
New Jersey,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Very Satisfied,5,E-Excellent
New Jersey,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Very Satisfied,5,E-Excellent
New Jersey,Please indicate your overall satisfaction with this convening,Networking Opportunities,Neutral,3,C-Average
New Jersey,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
New Jersey,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
New Jersey,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
New Jersey,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Neutral,3,C-Average
New Jersey,Please indicate your overall satisfaction with this convening,Networking Opportunities,Neutral,3,C-Average
New Jersey,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
New Jersey,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
New Jersey,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
New Jersey,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Satisfied,4,D-Good
New Jersey,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
New Jersey,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
New Jersey,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
New Jersey,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Very Satisfied,5,E-Excellent
New Jersey,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Very Satisfied,5,E-Excellent
New Jersey,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
New Jersey,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
New Jersey,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
New Jersey,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
New Jersey,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Satisfied,4,D-Good
New Jersey,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
New Jersey,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
New Jersey,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
New Jersey,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
New Jersey,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Neutral,3,C-Average
New Jersey,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
New Jersey,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
New Jersey,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
New Jersey,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
New Jersey,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Neutral,3,C-Average
New Jersey,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
New Jersey,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
New Jersey,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
New Jersey,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Dissatisfied,2,B-Fair
New Jersey,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Satisfied,4,D-Good
New Jersey,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
New Jersey,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
New Jersey,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
New Jersey,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Very Satisfied,5,E-Excellent
New Jersey,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Very Satisfied,5,E-Excellent
New Jersey,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
New Jersey,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
New Jersey,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
New Jersey,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
New Jersey,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Very Satisfied,5,E-Excellent
New Jersey,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
New Jersey,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
New Jersey,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
New Jersey,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
New Jersey,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Satisfied,4,D-Good
New Jersey,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
New Mexico,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
New Mexico,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
New Mexico,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Very Satisfied,5,E-Excellent
New Mexico,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Satisfied,4,D-Good
New Mexico,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
New Mexico,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
New Mexico,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Neutral,3,C-Average
New Mexico,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Dissatisfied,2,B-Fair
New Mexico,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Dissatisfied,2,B-Fair
New Mexico,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
New Mexico,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
New Mexico,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
New Mexico,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
New Mexico,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
New Mexico,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Satisfied,4,D-Good
New Mexico,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
New Mexico,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
New Mexico,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
New Mexico,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Neutral,3,C-Average
New Mexico,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Neutral,3,C-Average
New Mexico,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
New York,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
New York,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
New York,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
New York,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Satisfied,4,D-Good
New York,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
New York,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
New York,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
New York,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
New York,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Satisfied,4,D-Good
New York,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
New York,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
New York,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
New York,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Very Satisfied,5,E-Excellent
New York,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Satisfied,4,D-Good
New York,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
New York,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
New York,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
New York,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
New York,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Neutral,3,C-Average
New York,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
North Carolina,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
North Carolina,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
North Carolina,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
North Carolina,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Neutral,3,C-Average
North Carolina,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
North Dakota,Please indicate your overall satisfaction with this convening,Plenary Speakers,Neutral,3,C-Average
North Dakota,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Neutral,3,C-Average
North Dakota,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Neutral,3,C-Average
North Dakota,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Neutral,3,C-Average
North Dakota,Please indicate your overall satisfaction with this convening,Networking Opportunities,Neutral,3,C-Average
North Dakota,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Dissatisfied,1,A-Poor
North Dakota,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Dissatisfied,1,A-Poor
North Dakota,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
North Dakota,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Very Dissatisfied,1,A-Poor
North Dakota,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
Ohio,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
Ohio,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
Ohio,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
Ohio,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
Ohio,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Neutral,3,C-Average
Ohio,Please indicate your overall satisfaction with this convening,Networking Opportunities,Neutral,3,C-Average
Ohio,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
Ohio,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Dissatisfied,2,B-Fair
Ohio,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Dissatisfied,2,B-Fair
Ohio,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Dissatisfied,2,B-Fair
Ohio,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
Ohio,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
Ohio,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Ohio,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
Ohio,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Satisfied,4,D-Good
Ohio,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
Ohio,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Ohio,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Ohio,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Neutral,3,C-Average
Ohio,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Ohio,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
Ohio,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Very Satisfied,5,E-Excellent
Ohio,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
Oklahoma,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
Oklahoma,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Oklahoma,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
Oklahoma,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Very Satisfied,5,E-Excellent
Oklahoma,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
Oklahoma,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
Oklahoma,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Oklahoma,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
Oklahoma,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Neutral,3,C-Average
Oklahoma,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
Oklahoma,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
Oklahoma,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Oklahoma,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Neutral,3,C-Average
Oklahoma,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Satisfied,4,D-Good
Oklahoma,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
Oklahoma,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Dissatisfied,1,A-Poor
Oklahoma,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Oklahoma,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
Oklahoma,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Dissatisfied,2,B-Fair
Oregon,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
Oregon,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Oregon,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
Oregon,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Very Satisfied,5,E-Excellent
Oregon,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
Oregon,Please indicate your overall satisfaction with this convening,Plenary Speakers,Neutral,3,C-Average
Oregon,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Oregon,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Neutral,3,C-Average
Oregon,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Neutral,3,C-Average
Oregon,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
Oregon,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
Oregon,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
Oregon,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Satisfied,4,D-Good
Oregon,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
Oregon,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
Oregon,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Oregon,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Neutral,3,C-Average
Oregon,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Neutral,3,C-Average
Oregon,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
Pennsylvania,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Pennsylvania,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
Pennsylvania,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Neutral,3,C-Average
Pennsylvania,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
Pennsylvania,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Dissatisfied,1,A-Poor
Pennsylvania,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
Pennsylvania,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Neutral,3,C-Average
Pennsylvania,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Neutral,3,C-Average
Pennsylvania,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Dissatisfied,1,A-Poor
Pennsylvania,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
Pennsylvania,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
Pennsylvania,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Dissatisfied,2,B-Fair
Pennsylvania,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
Pennsylvania,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
Pennsylvania,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Pennsylvania,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
Pennsylvania,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Satisfied,4,D-Good
Pennsylvania,Please indicate your overall satisfaction with this convening,Networking Opportunities,Somewhat Satisfied,4,D-Good
Rhode Island,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
Rhode Island,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Somewhat Satisfied,4,D-Good
Rhode Island,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Somewhat Satisfied,4,D-Good
Rhode Island,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Satisfied,4,D-Good
Rhode Island,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
South Carolina,Please indicate your overall satisfaction with this convening,Plenary Speakers,Very Satisfied,5,E-Excellent
South Carolina,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
South Carolina,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Very Satisfied,5,E-Excellent
South Carolina,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Very Satisfied,5,E-Excellent
South Carolina,Please indicate your overall satisfaction with this convening,Networking Opportunities,Very Satisfied,5,E-Excellent
South Carolina,Please indicate your overall satisfaction with this convening,Plenary Speakers,Somewhat Satisfied,4,D-Good
South Carolina,Please indicate your overall satisfaction with this convening,Subject Matter Expert Conversations,Very Satisfied,5,E-Excellent
South Carolina,Please indicate your overall satisfaction with this convening,Peer-Led Conversations,Very Satisfied,5,E-Excellent
South Carolina,Please indicate your overall satisfaction with this convening,Team Time by Affinity Group,Somewhat Satisfied,4,D-Good
